event_id,node_id,basin,start,end,duration_days,peak_discharge
DED_CHI_20061025,DED_CHI,DeduruOya,2006-10-25,2006-11-23,30,9.67
DED_CHI_20071026,DED_CHI,DeduruOya,2007-10-26,2007-10-30,5,5.1
DED_CHI_20081019,DED_CHI,DeduruOya,2008-10-19,2008-10-28,10,6.0
DED_CHI_20101203,DED_CHI,DeduruOya,2010-12-03,2010-12-12,10,4.93
DED_CHI_20101226,DED_CHI,DeduruOya,2010-12-26,2010-12-26,1,4.06
DED_CHI_20110114,DED_CHI,DeduruOya,2011-01-14,2011-01-14,1,4.05
DED_CHI_20121031,DED_CHI,DeduruOya,2012-10-31,2012-11-02,3,4.3
DED_CHI_20141018,DED_CHI,DeduruOya,2014-10-18,2014-10-20,3,4.6
DED_CHI_20141023,DED_CHI,DeduruOya,2014-10-23,2014-10-23,1,4.01
DED_CHI_20141223,DED_CHI,DeduruOya,2014-12-23,2014-12-30,8,5.62
DED_CHI_20151018,DED_CHI,DeduruOya,2015-10-18,2015-11-05,19,6.91
DED_CHI_20151109,DED_CHI,DeduruOya,2015-11-09,2015-11-09,1,4.0
DED_CHI_20151115,DED_CHI,DeduruOya,2015-11-15,2015-11-18,4,5.1
DED_CHI_20160515,DED_CHI,DeduruOya,2016-05-15,2016-05-21,7,13.83
DED_CHI_20171202,DED_CHI,DeduruOya,2017-12-02,2017-12-03,2,4.13
DED_CHI_20191020,DED_CHI,DeduruOya,2019-10-20,2019-10-26,7,5.27
DED_CHI_20211108,DED_CHI,DeduruOya,2021-11-08,2021-11-22,15,11.36
DED_CHI_20221106,DED_CHI,DeduruOya,2022-11-06,2022-11-07,2,4.18
DED_CHI_20231020,DED_CHI,DeduruOya,2023-10-20,2023-10-26,7,6.4
DED_CHI_20231102,DED_CHI,DeduruOya,2023-11-02,2023-11-27,26,6.46
DED_CHI_20240521,DED_CHI,DeduruOya,2024-05-21,2024-05-21,1,4.28
DED_CHI_20241016,DED_CHI,DeduruOya,2024-10-16,2024-10-17,2,4.19
DED_CHI_20241124,DED_CHI,DeduruOya,2024-11-24,2024-12-04,11,7.83
DED_KUR_20030430,DED_KUR,DeduruOya,2003-04-30,2003-04-30,1,32.96
DED_KUR_20041018,DED_KUR,DeduruOya,2004-10-18,2004-10-18,1,37.11
DED_KUR_20061026,DED_KUR,DeduruOya,2006-10-26,2006-10-28,3,58.57
DED_KUR_20061031,DED_KUR,DeduruOya,2006-10-31,2006-10-31,1,31.96
DED_KUR_20061103,DED_KUR,DeduruOya,2006-11-03,2006-11-14,12,58.84
DED_KUR_20061118,DED_KUR,DeduruOya,2006-11-18,2006-11-21,4,38.54
DED_KUR_20101001,DED_KUR,DeduruOya,2010-10-01,2010-10-03,3,47.53
DED_KUR_20101203,DED_KUR,DeduruOya,2010-12-03,2010-12-06,4,38.45
DED_KUR_20101223,DED_KUR,DeduruOya,2010-12-23,2010-12-26,4,43.26
DED_KUR_20110108,DED_KUR,DeduruOya,2011-01-08,2011-01-19,12,73.13
DED_KUR_20110203,DED_KUR,DeduruOya,2011-02-03,2011-02-08,6,72.28
DED_KUR_20121127,DED_KUR,DeduruOya,2012-11-27,2012-11-28,2,51.97
DED_KUR_20130107,DED_KUR,DeduruOya,2013-01-07,2013-01-08,2,46.42
DED_KUR_20131123,DED_KUR,DeduruOya,2013-11-23,2013-11-23,1,45.13
DED_KUR_20141017,DED_KUR,DeduruOya,2014-10-17,2014-10-17,1,40.02
DED_KUR_20141025,DED_KUR,DeduruOya,2014-10-25,2014-10-26,2,33.43
DED_KUR_20141122,DED_KUR,DeduruOya,2014-11-22,2014-11-22,1,31.14
DED_KUR_20141220,DED_KUR,DeduruOya,2014-12-20,2015-01-01,13,64.46
DED_KUR_20151018,DED_KUR,DeduruOya,2015-10-18,2015-11-21,35,90.62
DED_KUR_20160515,DED_KUR,DeduruOya,2016-05-15,2016-05-19,5,253.68
DED_KUR_20190209,DED_KUR,DeduruOya,2019-02-09,2019-02-09,1,50.52
DED_KUR_20191017,DED_KUR,DeduruOya,2019-10-17,2019-10-17,1,33.67
DED_KUR_20201118,DED_KUR,DeduruOya,2020-11-18,2020-11-20,3,52.83
DED_KUR_20201202,DED_KUR,DeduruOya,2020-12-02,2020-12-02,1,35.9
DED_KUR_20210503,DED_KUR,DeduruOya,2021-05-03,2021-05-03,1,34.97
DED_KUR_20211109,DED_KUR,DeduruOya,2021-11-09,2021-11-11,3,40.3
DED_KUR_20211125,DED_KUR,DeduruOya,2021-11-25,2021-11-26,2,41.27
DED_KUR_20231021,DED_KUR,DeduruOya,2023-10-21,2023-10-21,1,35.14
DED_KUR_20231112,DED_KUR,DeduruOya,2023-11-12,2023-11-14,3,33.75
DED_KUR_20231121,DED_KUR,DeduruOya,2023-11-21,2023-11-26,6,39.36
DED_KUR_20231210,DED_KUR,DeduruOya,2023-12-10,2023-12-11,2,34.81
DED_KUR_20241126,DED_KUR,DeduruOya,2024-11-26,2024-12-01,6,51.6
DED_WAR_20030430,DED_WAR,DeduruOya,2003-04-30,2003-04-30,1,34.24
DED_WAR_20041018,DED_WAR,DeduruOya,2004-10-18,2004-10-20,3,47.19
DED_WAR_20061026,DED_WAR,DeduruOya,2006-10-26,2006-10-28,3,56.02
DED_WAR_20061031,DED_WAR,DeduruOya,2006-10-31,2006-11-13,14,58.57
DED_WAR_20061118,DED_WAR,DeduruOya,2006-11-18,2006-11-21,4,40.4
DED_WAR_20070411,DED_WAR,DeduruOya,2007-04-11,2007-04-11,1,35.06
DED_WAR_20081019,DED_WAR,DeduruOya,2008-10-19,2008-10-21,3,46.64
DED_WAR_20101001,DED_WAR,DeduruOya,2010-10-01,2010-10-03,3,54.59
DED_WAR_20101204,DED_WAR,DeduruOya,2010-12-04,2010-12-05,2,34.65
DED_WAR_20101223,DED_WAR,DeduruOya,2010-12-23,2010-12-27,5,56.02
DED_WAR_20110108,DED_WAR,DeduruOya,2011-01-08,2011-01-17,10,59.12
DED_WAR_20110203,DED_WAR,DeduruOya,2011-02-03,2011-02-07,5,69.31
DED_WAR_20121127,DED_WAR,DeduruOya,2012-11-27,2012-11-27,1,36.93
DED_WAR_20130107,DED_WAR,DeduruOya,2013-01-07,2013-01-07,1,32.42
DED_WAR_20131123,DED_WAR,DeduruOya,2013-11-23,2013-11-24,2,46.21
DED_WAR_20141017,DED_WAR,DeduruOya,2014-10-17,2014-10-18,2,42.95
DED_WAR_20141025,DED_WAR,DeduruOya,2014-10-25,2014-10-26,2,35.81
DED_WAR_20141220,DED_WAR,DeduruOya,2014-12-20,2014-12-30,11,58.84
DED_WAR_20151014,DED_WAR,DeduruOya,2015-10-14,2015-10-14,1,31.58
DED_WAR_20151018,DED_WAR,DeduruOya,2015-10-18,2015-11-10,24,80.28
DED_WAR_20151113,DED_WAR,DeduruOya,2015-11-13,2015-11-20,8,52.7
DED_WAR_20160515,DED_WAR,DeduruOya,2016-05-15,2016-05-20,6,289.4
DED_WAR_20191003,DED_WAR,DeduruOya,2019-10-03,2019-10-03,1,32.5
DED_WAR_20191017,DED_WAR,DeduruOya,2019-10-17,2019-10-17,1,36.15
DED_WAR_20191020,DED_WAR,DeduruOya,2019-10-20,2019-10-21,2,38.9
DED_WAR_20201118,DED_WAR,DeduruOya,2020-11-18,2020-11-18,1,34.97
DED_WAR_20201202,DED_WAR,DeduruOya,2020-12-02,2020-12-02,1,33.28
DED_WAR_20211108,DED_WAR,DeduruOya,2021-11-08,2021-11-14,7,49.7
DED_WAR_20211125,DED_WAR,DeduruOya,2021-11-25,2021-11-26,2,36.33
DED_WAR_20231021,DED_WAR,DeduruOya,2023-10-21,2023-10-23,3,44.5
DED_WAR_20231112,DED_WAR,DeduruOya,2023-11-12,2023-11-13,2,34.56
DED_WAR_20231121,DED_WAR,DeduruOya,2023-11-21,2023-11-26,6,44.5
DED_WAR_20241126,DED_WAR,DeduruOya,2024-11-26,2024-12-01,6,58.16
GAL_AMP_20041216,GAL_AMP,GalOya,2004-12-16,2004-12-18,3,235.05
GAL_AMP_20051120,GAL_AMP,GalOya,2005-11-20,2005-11-20,1,226.51
GAL_AMP_20051125,GAL_AMP,GalOya,2005-11-25,2005-11-28,4,249.03
GAL_AMP_20101201,GAL_AMP,GalOya,2010-12-01,2010-12-11,11,296.17
GAL_AMP_20110108,GAL_AMP,GalOya,2011-01-08,2011-01-21,14,417.79
GAL_AMP_20110201,GAL_AMP,GalOya,2011-02-01,2011-02-15,15,511.86
GAL_AMP_20111220,GAL_AMP,GalOya,2011-12-20,2011-12-29,10,367.98
GAL_AMP_20130107,GAL_AMP,GalOya,2013-01-07,2013-01-13,7,388.05
GAL_AMP_20130123,GAL_AMP,GalOya,2013-01-23,2013-01-27,5,361.24
GAL_AMP_20141125,GAL_AMP,GalOya,2014-11-25,2014-11-30,6,310.89
GAL_AMP_20141220,GAL_AMP,GalOya,2014-12-20,2015-01-08,20,697.23
GAL_AMP_20151027,GAL_AMP,GalOya,2015-10-27,2015-11-04,9,407.32
GAL_AMP_20151114,GAL_AMP,GalOya,2015-11-14,2015-11-18,5,250.77
GAL_AMP_20181106,GAL_AMP,GalOya,2018-11-06,2018-11-14,9,802.53
GAL_AMP_20231218,GAL_AMP,GalOya,2023-12-18,2023-12-19,2,225.46
GAL_AMP_20241127,GAL_AMP,GalOya,2024-11-27,2024-12-02,6,288.73
GAL_ING_20051120,GAL_ING,GalOya,2005-11-20,2005-11-26,7,30.84
GAL_ING_20101130,GAL_ING,GalOya,2010-11-30,2010-12-10,11,24.41
GAL_ING_20110108,GAL_ING,GalOya,2011-01-08,2011-01-20,13,32.27
GAL_ING_20110201,GAL_ING,GalOya,2011-02-01,2011-02-13,13,34.81
GAL_ING_20111218,GAL_ING,GalOya,2011-12-18,2011-12-27,10,27.05
GAL_ING_20130107,GAL_ING,GalOya,2013-01-07,2013-01-11,5,29.55
GAL_ING_20130123,GAL_ING,GalOya,2013-01-23,2013-01-27,5,43.06
GAL_ING_20131205,GAL_ING,GalOya,2013-12-05,2013-12-05,1,18.41
GAL_ING_20141123,GAL_ING,GalOya,2014-11-23,2014-11-28,6,21.91
GAL_ING_20141220,GAL_ING,GalOya,2014-12-20,2015-01-06,18,46.86
GAL_ING_20151026,GAL_ING,GalOya,2015-10-26,2015-11-08,14,39.93
GAL_ING_20151114,GAL_ING,GalOya,2015-11-14,2015-11-18,5,19.56
GAL_ING_20151210,GAL_ING,GalOya,2015-12-10,2015-12-11,2,15.9
GAL_ING_20181105,GAL_ING,GalOya,2018-11-05,2018-11-14,10,62.68
GAL_ING_20191029,GAL_ING,GalOya,2019-10-29,2019-10-29,1,16.38
GAL_ING_20201222,GAL_ING,GalOya,2020-12-22,2020-12-24,3,22.99
GAL_ING_20221226,GAL_ING,GalOya,2022-12-26,2022-12-27,2,20.09
GAL_ING_20231108,GAL_ING,GalOya,2023-11-08,2023-11-08,1,16.7
GAL_ING_20231216,GAL_ING,GalOya,2023-12-16,2023-12-20,5,16.18
GAL_ING_20240110,GAL_ING,GalOya,2024-01-10,2024-01-11,2,16.66
GAL_ING_20241126,GAL_ING,GalOya,2024-11-26,2024-12-01,6,26.61
GIN_BAD_20051122,GIN_BAD,Gin,2005-11-22,2005-11-23,2,131.13
GIN_BAD_20061024,GIN_BAD,Gin,2006-10-24,2006-10-28,5,129.92
GIN_BAD_20061111,GIN_BAD,Gin,2006-11-11,2006-11-27,17,162.68
GIN_BAD_20091121,GIN_BAD,Gin,2009-11-21,2009-11-21,1,117.58
GIN_BAD_20101111,GIN_BAD,Gin,2010-11-11,2010-11-11,1,121.74
GIN_BAD_20101201,GIN_BAD,Gin,2010-12-01,2010-12-11,11,141.23
GIN_BAD_20101223,GIN_BAD,Gin,2010-12-23,2010-12-26,4,142.55
GIN_BAD_20121031,GIN_BAD,Gin,2012-10-31,2012-11-03,4,136.72
GIN_BAD_20121107,GIN_BAD,Gin,2012-11-07,2012-11-08,2,120.62
GIN_BAD_20121115,GIN_BAD,Gin,2012-11-15,2012-11-17,3,134.21
GIN_BAD_20121123,GIN_BAD,Gin,2012-11-23,2012-11-30,8,197.15
GIN_BAD_20141016,GIN_BAD,Gin,2014-10-16,2014-10-20,5,139.93
GIN_BAD_20141111,GIN_BAD,Gin,2014-11-11,2014-11-14,4,163.82
GIN_BAD_20141225,GIN_BAD,Gin,2014-12-25,2014-12-30,6,179.72
GIN_BAD_20151024,GIN_BAD,Gin,2015-10-24,2015-11-19,27,299.61
GIN_BAD_20160514,GIN_BAD,Gin,2016-05-14,2016-05-21,8,233.42
GIN_BAD_20171130,GIN_BAD,Gin,2017-11-30,2017-12-03,4,139.6
GIN_BAD_20191020,GIN_BAD,Gin,2019-10-20,2019-10-26,7,192.2
GIN_BAD_20191029,GIN_BAD,Gin,2019-10-29,2019-10-31,3,126.06
GIN_BAD_20231021,GIN_BAD,Gin,2023-10-21,2023-10-25,5,133.28
GIN_BAD_20231102,GIN_BAD,Gin,2023-11-02,2023-11-16,15,136.09
GIN_BAD_20231123,GIN_BAD,Gin,2023-11-23,2023-11-26,4,147.25
GIN_BAD_20231201,GIN_BAD,Gin,2023-12-01,2023-12-06,6,145.22
GIN_BAD_20231211,GIN_BAD,Gin,2023-12-11,2023-12-25,15,162.31
GIN_BAD_20240526,GIN_BAD,Gin,2024-05-26,2024-05-28,3,134.83
GIN_GAL_20031107,GIN_GAL,Gin,2003-11-07,2003-11-08,2,3.7
GIN_GAL_20051122,GIN_GAL,Gin,2005-11-22,2005-11-25,4,4.37
GIN_GAL_20060620,GIN_GAL,Gin,2006-06-20,2006-06-23,4,4.09
GIN_GAL_20061024,GIN_GAL,Gin,2006-10-24,2006-10-28,5,5.43
GIN_GAL_20061119,GIN_GAL,Gin,2006-11-19,2006-11-23,5,4.25
GIN_GAL_20091121,GIN_GAL,Gin,2009-11-21,2009-11-21,1,3.57
GIN_GAL_20101201,GIN_GAL,Gin,2010-12-01,2010-12-13,13,4.66
GIN_GAL_20101223,GIN_GAL,Gin,2010-12-23,2010-12-24,2,3.66
GIN_GAL_20110912,GIN_GAL,Gin,2011-09-12,2011-09-15,4,4.35
GIN_GAL_20121029,GIN_GAL,Gin,2012-10-29,2012-11-09,12,5.87
GIN_GAL_20121115,GIN_GAL,Gin,2012-11-15,2012-11-17,3,3.73
GIN_GAL_20121123,GIN_GAL,Gin,2012-11-23,2012-11-25,3,3.93
GIN_GAL_20141017,GIN_GAL,Gin,2014-10-17,2014-10-19,3,3.89
GIN_GAL_20141111,GIN_GAL,Gin,2014-11-11,2014-11-13,3,4.09
GIN_GAL_20141224,GIN_GAL,Gin,2014-12-24,2014-12-30,7,7.45
GIN_GAL_20150929,GIN_GAL,Gin,2015-09-29,2015-10-01,3,3.74
GIN_GAL_20151024,GIN_GAL,Gin,2015-10-24,2015-10-30,7,6.85
GIN_GAL_20151102,GIN_GAL,Gin,2015-11-02,2015-11-19,18,5.17
GIN_GAL_20160514,GIN_GAL,Gin,2016-05-14,2016-05-21,8,7.57
GIN_GAL_20171129,GIN_GAL,Gin,2017-11-29,2017-12-04,6,6.05
GIN_GAL_20180607,GIN_GAL,Gin,2018-06-07,2018-06-09,3,3.91
GIN_GAL_20191020,GIN_GAL,Gin,2019-10-20,2019-11-03,15,9.84
GIN_GAL_20210512,GIN_GAL,Gin,2021-05-12,2021-05-12,1,3.69
GIN_GAL_20221226,GIN_GAL,Gin,2022-12-26,2022-12-28,3,6.91
GIN_GAL_20230121,GIN_GAL,Gin,2023-01-21,2023-01-21,1,3.79
GIN_GAL_20230928,GIN_GAL,Gin,2023-09-28,2023-09-30,3,4.33
GIN_GAL_20231010,GIN_GAL,Gin,2023-10-10,2023-10-11,2,3.94
GIN_GAL_20231020,GIN_GAL,Gin,2023-10-20,2023-10-26,7,5.44
GIN_GAL_20231114,GIN_GAL,Gin,2023-11-14,2023-11-15,2,3.46
GIN_GAL_20231121,GIN_GAL,Gin,2023-11-21,2023-11-25,5,3.99
GIN_GAL_20231201,GIN_GAL,Gin,2023-12-01,2023-12-01,1,3.46
GIN_GAL_20231205,GIN_GAL,Gin,2023-12-05,2023-12-06,2,3.62
GIN_GAL_20231211,GIN_GAL,Gin,2023-12-11,2023-12-24,14,5.58
GIN_GAL_20240520,GIN_GAL,Gin,2024-05-20,2024-05-21,2,4.01
GIN_GAL_20240525,GIN_GAL,Gin,2024-05-25,2024-05-31,7,4.37
GIN_GAL_20240603,GIN_GAL,Gin,2024-06-03,2024-06-06,4,4.24
GIN_NEL_20061023,GIN_NEL,Gin,2006-10-23,2006-10-29,7,7.93
GIN_NEL_20061110,GIN_NEL,Gin,2006-11-10,2006-11-29,20,10.89
GIN_NEL_20080410,GIN_NEL,Gin,2008-04-10,2008-04-10,1,6.62
GIN_NEL_20080415,GIN_NEL,Gin,2008-04-15,2008-04-17,3,7.04
GIN_NEL_20081201,GIN_NEL,Gin,2008-12-01,2008-12-02,2,6.33
GIN_NEL_20091031,GIN_NEL,Gin,2009-10-31,2009-11-03,4,7.69
GIN_NEL_20091120,GIN_NEL,Gin,2009-11-20,2009-11-21,2,6.48
GIN_NEL_20101110,GIN_NEL,Gin,2010-11-10,2010-11-11,2,7.24
GIN_NEL_20101202,GIN_NEL,Gin,2010-12-02,2010-12-05,4,7.05
GIN_NEL_20101223,GIN_NEL,Gin,2010-12-23,2010-12-26,4,7.43
GIN_NEL_20121029,GIN_NEL,Gin,2012-10-29,2012-11-02,5,6.83
GIN_NEL_20121115,GIN_NEL,Gin,2012-11-15,2012-11-17,3,6.96
GIN_NEL_20121123,GIN_NEL,Gin,2012-11-23,2012-11-27,5,8.89
GIN_NEL_20141015,GIN_NEL,Gin,2014-10-15,2014-10-20,6,9.14
GIN_NEL_20141111,GIN_NEL,Gin,2014-11-11,2014-11-11,1,6.18
GIN_NEL_20141224,GIN_NEL,Gin,2014-12-24,2014-12-29,6,8.93
GIN_NEL_20151016,GIN_NEL,Gin,2015-10-16,2015-10-16,1,6.16
GIN_NEL_20151024,GIN_NEL,Gin,2015-10-24,2015-11-17,25,13.86
GIN_NEL_20160514,GIN_NEL,Gin,2016-05-14,2016-05-22,9,12.03
GIN_NEL_20171201,GIN_NEL,Gin,2017-12-01,2017-12-01,1,6.36
GIN_NEL_20191020,GIN_NEL,Gin,2019-10-20,2019-10-24,5,8.25
GIN_NEL_20231021,GIN_NEL,Gin,2023-10-21,2023-10-21,1,6.28
GIN_NEL_20231030,GIN_NEL,Gin,2023-10-30,2023-11-01,3,6.4
GIN_NEL_20231105,GIN_NEL,Gin,2023-11-05,2023-11-16,12,7.04
GIN_NEL_20231124,GIN_NEL,Gin,2023-11-24,2023-11-25,2,6.64
GIN_NEL_20231130,GIN_NEL,Gin,2023-11-30,2023-12-05,6,7.05
GIN_NEL_20231211,GIN_NEL,Gin,2023-12-11,2023-12-24,14,8.33
GIN_NEL_20240523,GIN_NEL,Gin,2024-05-23,2024-05-30,8,7.99
GIN_THA_20051122,GIN_THA,Gin,2005-11-22,2005-11-23,2,6.21
GIN_THA_20061024,GIN_THA,Gin,2006-10-24,2006-10-29,6,6.4
GIN_THA_20061111,GIN_THA,Gin,2006-11-11,2006-11-27,17,7.87
GIN_THA_20081202,GIN_THA,Gin,2008-12-02,2008-12-02,1,5.79
GIN_THA_20091121,GIN_THA,Gin,2009-11-21,2009-11-21,1,5.78
GIN_THA_20101111,GIN_THA,Gin,2010-11-11,2010-11-11,1,5.79
GIN_THA_20101123,GIN_THA,Gin,2010-11-23,2010-11-23,1,5.67
GIN_THA_20101201,GIN_THA,Gin,2010-12-01,2010-12-05,5,6.83
GIN_THA_20101209,GIN_THA,Gin,2010-12-09,2010-12-10,2,5.76
GIN_THA_20101223,GIN_THA,Gin,2010-12-23,2010-12-26,4,6.94
GIN_THA_20121031,GIN_THA,Gin,2012-10-31,2012-11-03,4,6.21
GIN_THA_20121107,GIN_THA,Gin,2012-11-07,2012-11-08,2,5.84
GIN_THA_20121115,GIN_THA,Gin,2012-11-15,2012-11-17,3,6.21
GIN_THA_20121123,GIN_THA,Gin,2012-11-23,2012-11-30,8,10.56
GIN_THA_20141016,GIN_THA,Gin,2014-10-16,2014-10-20,5,6.71
GIN_THA_20141111,GIN_THA,Gin,2014-11-11,2014-11-15,5,8.71
GIN_THA_20141225,GIN_THA,Gin,2014-12-25,2014-12-29,5,7.97
GIN_THA_20151024,GIN_THA,Gin,2015-10-24,2015-11-19,27,15.33
GIN_THA_20160514,GIN_THA,Gin,2016-05-14,2016-05-21,8,10.61
GIN_THA_20171130,GIN_THA,Gin,2017-11-30,2017-12-02,3,6.35
GIN_THA_20191020,GIN_THA,Gin,2019-10-20,2019-10-26,7,9.12
GIN_THA_20191029,GIN_THA,Gin,2019-10-29,2019-10-31,3,5.89
GIN_THA_20231021,GIN_THA,Gin,2023-10-21,2023-10-23,3,6.4
GIN_THA_20231027,GIN_THA,Gin,2023-10-27,2023-10-27,1,5.71
GIN_THA_20231107,GIN_THA,Gin,2023-11-07,2023-11-10,4,6.05
GIN_THA_20231113,GIN_THA,Gin,2023-11-13,2023-11-16,4,6.38
GIN_THA_20231123,GIN_THA,Gin,2023-11-23,2023-11-25,3,6.6
GIN_THA_20231201,GIN_THA,Gin,2023-12-01,2023-12-06,6,7.07
GIN_THA_20231211,GIN_THA,Gin,2023-12-11,2023-12-25,15,7.93
GIN_THA_20240523,GIN_THA,Gin,2024-05-23,2024-05-23,1,5.87
GIN_THA_20240526,GIN_THA,Gin,2024-05-26,2024-05-28,3,6.96
KAL_AGA_20040927,KAL_AGA,Kalu,2004-09-27,2004-09-27,1,5.76
KAL_AGA_20061020,KAL_AGA,Kalu,2006-10-20,2006-12-03,45,12.12
KAL_AGA_20080415,KAL_AGA,Kalu,2008-04-15,2008-04-19,5,8.31
KAL_AGA_20091031,KAL_AGA,Kalu,2009-10-31,2009-11-07,8,10.43
KAL_AGA_20091120,KAL_AGA,Kalu,2009-11-20,2009-11-22,3,6.18
KAL_AGA_20101111,KAL_AGA,Kalu,2010-11-11,2010-11-12,2,6.29
KAL_AGA_20121031,KAL_AGA,Kalu,2012-10-31,2012-11-03,4,6.41
KAL_AGA_20121124,KAL_AGA,Kalu,2012-11-24,2012-11-24,1,5.61
KAL_AGA_20131031,KAL_AGA,Kalu,2013-10-31,2013-10-31,1,5.52
KAL_AGA_20141015,KAL_AGA,Kalu,2014-10-15,2014-10-23,9,9.76
KAL_AGA_20141224,KAL_AGA,Kalu,2014-12-24,2014-12-29,6,7.97
KAL_AGA_20151024,KAL_AGA,Kalu,2015-10-24,2015-11-04,12,9.54
KAL_AGA_20151107,KAL_AGA,Kalu,2015-11-07,2015-11-09,3,5.75
KAL_AGA_20151113,KAL_AGA,Kalu,2015-11-13,2015-11-15,3,5.61
KAL_AGA_20160515,KAL_AGA,Kalu,2016-05-15,2016-05-22,8,12.46
KAL_AGA_20171201,KAL_AGA,Kalu,2017-12-01,2017-12-02,2,5.75
KAL_AGA_20191020,KAL_AGA,Kalu,2019-10-20,2019-10-23,4,6.69
KAL_AGA_20231105,KAL_AGA,Kalu,2023-11-05,2023-11-05,1,5.65
KAL_AGA_20231109,KAL_AGA,Kalu,2023-11-09,2023-11-17,9,6.96
KAL_AGA_20231124,KAL_AGA,Kalu,2023-11-24,2023-11-25,2,5.95
KAL_AGA_20231130,KAL_AGA,Kalu,2023-11-30,2023-12-05,6,6.11
KAL_AGA_20231211,KAL_AGA,Kalu,2023-12-11,2023-12-24,14,7.15
KAL_AGA_20240523,KAL_AGA,Kalu,2024-05-23,2024-05-31,9,6.45
KAL_AGA_20240604,KAL_AGA,Kalu,2024-06-04,2024-06-04,1,5.61
KAL_BAL_20031127,KAL_BAL,Kalu,2003-11-27,2003-11-27,1,39.27
KAL_BAL_20061110,KAL_BAL,Kalu,2006-11-10,2006-11-25,16,66.45
KAL_BAL_20080409,KAL_BAL,Kalu,2008-04-09,2008-04-10,2,49.23
KAL_BAL_20101111,KAL_BAL,Kalu,2010-11-11,2010-11-11,1,40.11
KAL_BAL_20101203,KAL_BAL,Kalu,2010-12-03,2010-12-05,3,49.58
KAL_BAL_20101223,KAL_BAL,Kalu,2010-12-23,2010-12-28,6,52.33
KAL_BAL_20110101,KAL_BAL,Kalu,2011-01-01,2011-01-17,17,72.79
KAL_BAL_20110201,KAL_BAL,Kalu,2011-02-01,2011-02-02,2,44.5
KAL_BAL_20110206,KAL_BAL,Kalu,2011-02-06,2011-02-12,7,50.17
KAL_BAL_20121027,KAL_BAL,Kalu,2012-10-27,2012-11-02,7,58.84
KAL_BAL_20121111,KAL_BAL,Kalu,2012-11-11,2012-11-19,9,63.71
KAL_BAL_20130107,KAL_BAL,Kalu,2013-01-07,2013-01-08,2,42.85
KAL_BAL_20141015,KAL_BAL,Kalu,2014-10-15,2014-10-18,4,89.78
KAL_BAL_20141222,KAL_BAL,Kalu,2014-12-22,2014-12-31,10,66.3
KAL_BAL_20151023,KAL_BAL,Kalu,2015-10-23,2015-11-10,19,68.82
KAL_BAL_20151113,KAL_BAL,Kalu,2015-11-13,2015-11-14,2,41.46
KAL_BAL_20160514,KAL_BAL,Kalu,2016-05-14,2016-05-18,5,66.3
KAL_BAL_20181105,KAL_BAL,Kalu,2018-11-05,2018-11-07,3,47.31
KAL_BAL_20231026,KAL_BAL,Kalu,2023-10-26,2023-10-27,2,43.16
KAL_BAL_20231105,KAL_BAL,Kalu,2023-11-05,2023-11-15,11,45.13
KAL_BAL_20231123,KAL_BAL,Kalu,2023-11-23,2023-11-24,2,42.75
KAL_BAL_20231216,KAL_BAL,Kalu,2023-12-16,2023-12-21,6,42.45
KAL_BAL_20240524,KAL_BAL,Kalu,2024-05-24,2024-05-27,4,50.17
KAL_BUL_20040926,KAL_BUL,Kalu,2004-09-26,2004-09-27,2,7.47
KAL_BUL_20041101,KAL_BUL,Kalu,2004-11-01,2004-11-03,3,7.57
KAL_BUL_20061020,KAL_BUL,Kalu,2006-10-20,2006-11-03,15,12.58
KAL_BUL_20061106,KAL_BUL,Kalu,2006-11-06,2006-12-02,27,14.45
KAL_BUL_20080409,KAL_BUL,Kalu,2008-04-09,2008-04-10,2,7.85
KAL_BUL_20080415,KAL_BUL,Kalu,2008-04-15,2008-04-18,4,11.11
KAL_BUL_20091031,KAL_BUL,Kalu,2009-10-31,2009-11-03,4,12.55
KAL_BUL_20091120,KAL_BUL,Kalu,2009-11-20,2009-11-20,1,6.71
KAL_BUL_20101110,KAL_BUL,Kalu,2010-11-10,2010-11-12,3,8.79
KAL_BUL_20121027,KAL_BUL,Kalu,2012-10-27,2012-11-02,7,7.34
KAL_BUL_20121115,KAL_BUL,Kalu,2012-11-15,2012-11-16,2,6.94
KAL_BUL_20131030,KAL_BUL,Kalu,2013-10-30,2013-10-31,2,8.46
KAL_BUL_20141015,KAL_BUL,Kalu,2014-10-15,2014-10-20,6,13.42
KAL_BUL_20141223,KAL_BUL,Kalu,2014-12-23,2014-12-29,7,9.99
KAL_BUL_20151016,KAL_BUL,Kalu,2015-10-16,2015-10-18,3,7.38
KAL_BUL_20151023,KAL_BUL,Kalu,2015-10-23,2015-11-04,13,10.56
KAL_BUL_20151108,KAL_BUL,Kalu,2015-11-08,2015-11-08,1,6.76
KAL_BUL_20160514,KAL_BUL,Kalu,2016-05-14,2016-05-23,10,16.14
KAL_BUL_20191020,KAL_BUL,Kalu,2019-10-20,2019-10-22,3,7.83
KAL_BUL_20231021,KAL_BUL,Kalu,2023-10-21,2023-10-21,1,6.89
KAL_BUL_20231104,KAL_BUL,Kalu,2023-11-04,2023-11-18,15,8.59
KAL_BUL_20231125,KAL_BUL,Kalu,2023-11-25,2023-11-25,1,7.34
KAL_BUL_20231130,KAL_BUL,Kalu,2023-11-30,2023-12-01,2,6.98
